s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399
38,1,7,7,36,6,1,4,18,7,5,6,18,4,6,21,4,17,12,11,2,41,11,6,26,6,0,0,30,0,0,13,15,3,1,6,4,33,9,0,1,4,54,8,26,10,5,1,31,4,0,1,16,8,4,6,4,25,16,2,1,1,22,46,19,15,14,0,26,0,0,6,8,3,8,6,4,23,8,0,3,0,1,0,18,1,0,2,8,0,0,0,6,1,3,3,0,10,5,0,3,12,8,4,18,44,13,0,31,1,2,15,14,6,0,4,0,28,9,1,3,11,12,70,30,28,115,4,29,0,0,10,15,8,1,4,0,24,15,1,4,9,7,8,42,6,4,77,30,0,0,4,18,1,7,10,3,45,12,0,0,4,6,1,9,6,1,0,34,0,0,4,3,2,1,3,4,7,8,0,0,2,5,1,22,3,0,0,9,30,16,1,25,12,3,0,0,12,10,14,2,2,1,4,35,1,1,0,23,29,53,0,41,23,3,2,2,40,21,12,3,18,5,7,10,14,9,1,19,0,0,28,5,2,5,6,0,16,4,0,0,2,1,3,26,0,3,2,15,12,11,2,43,3,4,1,2,23,7,6,2,0,2,2,39,1,1,1,26,7,10,0,28,59,1,1,1,47,37,5,2,0,3,4,15,3,0,0,18,1,1,0,12,5,63,5,2,22,9,2,8,3,14,11,34,4,8,0,24,0,2,5,10,5,5,37,6,21,8,1,6,4,12,11,44,9,2,0,23,5,2,3,19,6,4,19,38,23,11,8,0,0,0,0,3,2,0,0,7,0,0,0,0,7,0,0,0,7,4,0,1,0,3,0,19,0,0,0,24,5,5,0,15,32,1,1,0,27,40,3,3,4,0,1,42,6,7,0,23,43,16,1,42,21,3,2,8,47,21,45
99,23,6,15,39,18,28,26,24,6,5,21,24,10,25,16,13,24,12,14,8,113,11,7,3,13,24,18,20,3,0,47,10,3,1,9,11,12,7,3,5,3,38,14,2,0,2,17,7,0,1,0,8,1,3,3,11,7,5,1,3,11,22,102,10,18,49,7,31,2,0,10,3,2,27,4,9,13,7,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,1,0,2,0,0,1,22,5,13,1,12,13,7,11,0,1,15,2,1,3,8,6,14,4,0,5,21,4,33,0,15,82,1,10,7,3,23,3,3,12,6,4,4,0,7,18,6,18,20,10,6,13,159,7,2,2,8,2,3,11,11,12,9,8,3,0,10,3,17,1,2,5,9,19,0,1,3,5,4,3,0,0,5,7,1,7,1,0,3,22,0,1,0,10,76,19,2,16,14,8,1,6,11,7,61,11,12,2,1,15,4,6,0,21,34,94,2,44,30,10,1,2,44,16,22,4,41,4,15,0,12,17,1,11,5,5,31,8,1,10,3,0,4,1,6,3,7,0,1,1,0,0,0,5,10,3,6,4,6,0,0,0,7,6,11,8,6,0,0,6,0,7,1,9,15,11,3,8,43,2,3,3,16,18,11,10,10,2,9,7,6,19,4,13,9,9,11,9,5,102,2,0,15,1,8,17,11,11,11,11,6,7,8,13,7,4,7,5,14,7,25,8,13,12,9,12,11,1,4,3,6,7,0,9,9,6,7,4,2,10,11,20,10,2,10,0,1,0,6,0,0,0,7,2,1,3,0,1,3,0,0,0,1,6,1,1,6,0,0,0,3,3,1,10,4,7,6,3,24,0,0,0,14,18,3,16,17,3,7,49,6,19,2,21,65,26,9,34,10,6,2,19,38,15,94
42,6,16,8,44,19,11,1,22,4,1,7,17,3,7,22,8,30,9,7,0,54,12,1,23,10,2,2,24,0,0,17,10,3,0,2,2,24,3,0,1,5,38,7,16,10,1,0,27,1,0,3,7,1,3,5,1,10,10,0,2,5,35,80,23,12,21,3,24,0,2,4,10,3,9,6,3,20,7,0,5,1,5,0,47,1,1,0,12,7,3,0,12,7,1,4,0,19,8,3,0,4,12,2,11,24,2,0,11,1,0,10,10,2,3,5,2,19,6,1,1,10,12,52,12,38,111,0,27,5,1,12,9,4,4,7,0,26,6,3,0,6,13,15,30,18,14,82,27,0,0,3,12,2,10,10,0,40,16,0,0,1,10,1,14,11,2,3,47,0,0,2,9,3,2,3,1,9,17,0,1,0,3,1,20,3,0,0,15,61,18,0,34,9,1,3,2,14,10,32,0,1,2,2,36,9,3,0,26,24,44,3,47,24,5,1,2,36,16,9,2,13,8,4,21,10,3,3,21,0,0,34,12,3,3,6,0,24,9,2,0,0,0,1,14,0,0,0,7,8,12,0,32,8,2,0,0,17,5,7,2,0,1,0,23,1,0,0,11,11,6,0,24,64,1,0,1,38,35,1,3,1,1,2,23,5,0,1,26,0,0,1,13,4,58,3,1,27,9,0,12,5,9,6,32,4,2,6,17,1,0,1,7,6,7,46,15,15,5,2,2,6,15,8,38,7,2,6,31,2,8,2,16,6,7,12,31,21,10,3,0,0,0,0,4,3,0,0,7,0,3,0,2,9,0,0,0,9,1,0,0,1,3,1,19,1,0,0,25,4,3,0,19,40,0,1,1,45,54,2,2,1,10,6,33,1,3,1,14,40,17,1,29,8,5,2,6,22,9,56
43,3,3,3,19,3,3,8,1,6,8,3,6,3,3,5,6,15,9,6,1,51,6,6,5,9,17,0,12,0,0,16,4,2,3,2,2,10,7,0,4,3,17,11,2,2,4,3,0,0,0,2,3,1,0,7,2,5,2,0,6,2,9,34,6,6,12,4,2,0,0,6,2,0,9,5,2,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,2,3,0,0,0,0,2,1,1,10,0,2,0,21,11,0,8,0,0,3,0,1,0,0,0,2,0,0,3,16,6,21,0,18,59,0,11,0,0,18,3,2,6,2,2,18,6,1,1,4,4,1,1,5,2,26,1,0,1,5,2,0,10,1,1,2,0,0,0,7,3,6,1,4,2,1,15,0,0,1,3,3,0,1,0,4,2,0,6,1,0,0,13,4,3,0,12,39,18,0,12,12,0,0,1,9,22,21,0,3,6,3,7,13,14,2,5,12,33,7,15,13,7,1,3,17,10,7,1,11,5,11,0,11,24,1,7,2,1,32,3,0,12,2,1,5,0,3,1,4,0,1,1,0,1,0,0,5,6,3,11,1,0,3,5,2,0,1,3,1,2,0,11,0,0,1,5,15,9,0,20,51,1,1,2,34,30,11,3,0,3,6,4,1,4,0,4,2,0,2,3,1,31,3,1,3,1,2,1,7,6,8,5,3,7,0,4,1,0,3,2,0,4,23,4,1,1,3,3,1,2,1,1,0,1,1,4,5,5,2,1,0,0,8,18,3,2,4,0,0,0,0,1,0,2,0,1,4,4,1,5,4,5,0,1,21,3,4,0,3,4,1,0,3,2,0,13,3,5,5,10,20,6,1,0,15,30,6,4,0,1,3,15,5,0,2,8,34,19,0,20,8,0,1,3,10,11,40
87,7,10,12,8,16,23,20,13,14,18,6,20,13,9,31,20,7,17,14,7,34,6,11,0,22,17,0,17,0,6,19,2,6,2,1,3,7,6,0,0,7,25,16,0,12,3,9,14,0,4,10,1,2,3,3,5,5,3,0,4,0,16,36,0,10,5,5,1,1,1,3,5,0,4,6,6,1,1,0,1,0,0,0,7,0,0,0,0,4,5,0,0,5,0,0,1,0,0,2,10,15,12,29,0,46,27,2,18,4,1,23,4,2,19,5,6,10,14,0,9,16,8,39,0,20,40,11,5,2,0,16,2,3,13,2,5,9,0,1,27,6,13,10,0,1,3,113,7,10,9,2,12,5,13,9,5,9,4,6,0,6,8,7,0,8,2,2,11,4,2,2,0,1,3,2,2,7,4,3,4,3,2,4,0,3,5,0,2,57,22,2,13,26,2,0,3,10,5,49,9,11,0,1,4,5,2,1,9,44,101,2,34,35,7,2,2,22,21,33,7,37,10,10,0,21,13,14,6,2,2,47,4,3,11,7,6,1,12,4,3,1,0,0,0,5,1,0,1,14,21,4,24,1,0,0,0,1,3,13,6,7,0,0,2,1,0,0,2,4,12,4,11,15,1,0,0,3,18,2,5,2,6,17,0,3,4,4,1,4,5,5,1,3,66,3,3,9,5,4,14,4,21,14,5,1,2,17,4,6,4,5,10,3,12,49,38,10,4,7,12,12,12,11,4,17,8,10,8,7,6,7,1,6,11,25,50,6,6,3,1,5,0,0,0,4,0,7,7,5,9,0,5,30,4,2,3,36,27,4,1,6,3,5,0,5,1,10,31,6,9,4,6,20,0,2,0,9,38,6,16,2,5,3,2,2,7,0,4,60,31,1,31,18,3,0,5,9,15,65
30,3,0,1,9,1,5,1,1,3,7,3,6,0,1,14,3,2,0,6,3,17,13,3,0,2,2,0,8,0,0,7,0,0,0,2,1,4,3,0,2,0,0,1,3,1,0,0,3,0,0,0,0,0,4,1,1,0,0,0,4,1,12,38,1,3,16,2,2,1,0,3,1,0,9,2,2,0,1,0,3,0,0,0,8,0,0,0,0,4,1,0,0,2,0,0,1,0,0,6,1,5,5,3,0,11,5,0,0,2,1,4,1,1,3,2,1,1,0,1,0,2,5,7,5,3,20,1,2,0,0,2,2,3,3,1,3,4,1,0,11,7,3,5,1,2,3,43,7,2,2,1,7,9,3,4,1,4,2,1,0,4,3,3,2,1,2,3,9,0,4,3,5,0,1,1,0,2,1,0,3,2,0,0,4,3,1,0,2,45,12,6,5,6,4,0,1,3,5,27,3,0,1,1,2,0,2,1,2,20,25,1,23,9,0,0,1,4,3,13,2,20,4,6,0,8,7,5,5,0,0,28,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,7,10,0,12,6,0,0,0,1,0,8,0,0,0,0,3,0,0,0,5,4,0,0,2,5,1,0,0,8,2,0,0,1,0,0,1,0,1,0,1,0,0,1,6,0,24,1,0,2,1,0,3,2,3,3,1,1,8,0,6,0,0,2,2,4,6,7,4,5,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,3,10,5,0,0,2,8,1,3,0,0,4,4,5,3,2,2,19,10,0,8,5,0,1,1,0,2,26
251,20,20,26,62,20,31,55,11,24,12,27,26,14,28,51,44,13,8,44,10,63,2,6,0,10,4,2,21,4,8,23,6,9,5,3,2,18,15,6,11,15,74,27,10,8,22,18,25,0,0,14,4,4,11,13,7,10,11,1,14,17,38,106,2,25,56,17,17,0,1,28,1,1,12,12,5,7,4,0,6,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,2,8,13,4,11,0,35,23,0,7,0,0,15,7,0,2,2,1,8,0,0,12,18,20,56,0,29,96,16,13,2,0,27,10,0,12,6,13,3,2,3,35,8,24,26,9,7,14,257,13,8,5,15,7,9,16,22,12,10,10,2,4,2,5,3,4,8,8,3,40,1,2,3,2,10,5,3,4,7,29,1,15,8,0,6,11,1,2,1,7,108,51,3,43,22,7,3,8,10,17,69,12,5,2,0,8,8,10,0,4,50,107,7,64,22,6,0,6,29,27,31,40,53,27,42,2,31,64,5,22,14,9,96,4,3,26,17,18,12,8,13,2,0,2,0,8,3,3,1,10,16,18,3,46,23,3,0,1,11,10,12,7,2,0,0,8,0,0,1,2,8,8,0,14,42,4,2,0,12,34,6,10,1,3,7,4,1,2,3,2,3,5,2,6,3,84,5,7,2,5,8,36,10,21,20,10,6,11,16,15,7,2,7,11,0,15,56,28,3,4,3,21,2,12,15,17,2,15,11,3,14,6,8,11,4,15,32,105,15,10,23,0,1,0,0,0,0,1,0,1,1,2,0,3,5,0,0,0,2,3,0,3,3,2,4,6,2,4,6,13,2,1,2,6,36,0,2,2,31,35,6,35,15,1,7,27,4,13,5,6,86,47,14,43,24,9,3,28,19,17,133
76,38,4,10,5,6,12,37,32,26,20,1,13,14,10,1,10,26,10,34,25,105,4,26,0,13,30,19,35,2,8,16,7,7,24,10,19,12,0,12,0,2,4,1,15,3,0,1,2,0,2,0,1,4,0,1,2,2,0,6,10,25,1,44,0,7,28,3,7,3,3,1,0,0,21,4,7,1,0,4,12,2,0,0,10,0,1,0,4,3,4,0,2,5,0,0,0,0,2,3,9,33,6,15,6,17,9,6,17,1,4,5,5,2,17,0,2,8,0,0,20,48,5,73,0,15,84,13,34,5,8,0,2,1,28,8,6,18,1,5,31,18,0,17,0,1,7,84,13,2,3,0,5,6,24,13,6,9,3,8,5,11,5,9,4,3,2,3,33,2,2,2,4,2,3,1,1,4,0,4,11,5,0,0,1,1,0,1,5,41,25,0,12,16,8,5,4,9,4,50,22,19,2,14,4,9,12,3,19,48,142,5,53,36,11,3,15,21,8,53,8,28,0,14,0,10,7,5,14,1,2,4,2,3,12,3,4,2,4,6,1,4,0,0,0,4,0,0,1,8,11,0,14,11,0,3,7,7,7,5,7,8,3,4,5,0,1,3,5,3,10,0,7,28,5,1,6,16,9,6,5,18,1,17,0,3,9,10,11,0,0,0,3,1,50,6,7,6,0,5,19,16,0,13,5,15,8,6,28,8,4,1,5,9,16,24,20,12,6,17,17,9,2,15,4,6,16,14,8,4,6,0,6,9,16,2,27,18,9,17,5,11,0,3,0,4,2,0,2,0,3,0,4,5,2,0,1,32,0,4,6,14,0,0,3,4,4,2,16,13,15,1,16,30,0,3,5,18,39,10,22,14,1,5,4,4,5,7,8,24,35,1,37,16,14,3,21,12,5,63
12,9,7,3,14,2,1,9,7,5,1,1,6,7,3,7,2,0,4,5,2,23,5,1,3,9,5,0,2,0,1,19,6,5,0,3,1,3,2,0,1,1,38,15,2,6,11,1,13,1,0,8,1,3,4,7,10,2,4,0,2,5,26,43,2,8,18,9,9,0,0,11,1,0,7,6,6,2,0,0,1,0,0,0,15,0,0,0,1,6,4,0,7,3,0,0,2,0,0,4,0,8,5,5,2,23,17,0,5,0,0,15,1,2,2,4,3,1,2,1,1,5,7,17,1,10,31,3,7,0,0,10,0,0,1,0,1,3,0,0,0,0,3,3,2,0,3,9,6,0,0,0,1,3,3,0,1,6,3,0,0,0,9,5,3,4,0,1,13,1,1,3,1,1,2,1,3,4,6,2,1,1,1,0,15,1,0,0,5,29,13,2,18,23,0,0,0,12,12,21,8,3,4,2,21,5,4,1,8,30,33,4,33,23,4,1,5,10,12,21,1,13,8,8,0,10,13,4,5,4,2,20,3,5,14,6,2,5,5,2,0,0,0,0,9,0,1,0,2,3,2,1,12,3,1,1,0,11,10,3,1,0,3,1,9,1,0,2,17,21,8,0,13,42,6,4,1,15,45,9,6,1,5,5,2,2,5,2,3,3,0,2,2,0,39,1,0,2,0,1,6,5,14,7,6,6,8,7,14,1,0,9,3,3,4,24,13,8,10,3,1,5,7,9,9,5,6,4,9,1,2,9,1,0,5,3,28,2,3,2,0,0,0,0,0,0,0,0,5,2,0,0,2,4,0,0,0,7,10,0,7,0,4,4,3,0,0,0,9,5,1,0,2,25,0,1,2,16,52,3,7,2,4,7,13,5,8,1,5,21,16,4,16,11,6,2,1,6,7,23
84,34,4,8,5,6,13,38,30,22,19,1,13,12,12,1,10,26,9,36,25,95,4,27,0,12,30,17,32,3,8,16,7,7,24,9,19,10,0,12,0,3,3,1,15,3,0,0,2,0,1,0,1,3,0,0,3,1,0,6,10,25,1,44,0,6,27,3,6,3,4,1,1,0,21,3,7,1,0,2,12,2,0,0,9,1,2,0,3,3,4,0,2,4,0,0,0,0,1,3,9,34,5,15,6,17,9,6,16,1,4,5,6,2,18,0,2,7,0,0,18,49,6,69,0,19,77,12,35,5,8,0,3,0,27,7,6,20,2,7,31,17,0,18,0,1,7,82,13,2,3,0,5,4,22,12,7,10,3,7,6,10,4,8,4,2,0,3,33,2,1,2,4,3,2,2,1,4,0,4,9,5,0,0,1,1,0,2,6,40,24,0,12,17,8,5,6,6,4,50,22,18,2,14,3,9,13,2,17,50,143,6,48,36,11,3,14,22,8,52,8,28,0,13,0,11,6,7,14,1,2,5,2,4,11,3,5,2,4,5,1,4,0,0,0,4,0,0,1,8,12,0,13,12,0,4,6,7,7,5,7,1,3,3,5,2,1,4,5,3,10,0,8,28,5,1,6,16,8,6,5,19,1,19,0,1,9,9,10,0,0,0,2,2,50,6,8,5,0,6,20,21,0,15,4,14,10,8,30,8,3,1,4,9,17,22,22,13,7,17,18,6,2,13,3,6,16,10,7,6,6,0,6,9,15,2,27,15,9,15,7,12,0,3,0,5,2,0,2,1,4,0,4,5,1,0,2,32,0,4,6,14,0,0,3,5,4,3,14,13,13,0,14,30,0,3,6,18,39,9,21,16,1,5,4,4,5,7,8,24,35,1,33,18,16,2,18,11,6,64
123,28,1,17,42,10,8,41,41,11,6,2,23,12,35,30,19,48,20,20,8,109,5,7,6,22,16,12,27,3,1,26,5,1,17,4,3,15,4,3,7,22,50,27,7,5,14,15,29,1,0,1,2,2,23,11,5,17,7,1,7,15,18,91,5,5,18,15,25,1,0,1,5,4,31,3,2,24,7,0,8,1,0,4,13,0,0,4,1,0,0,0,1,0,2,1,4,1,0,1,3,33,9,12,8,14,11,8,16,2,1,11,6,3,9,5,2,14,5,3,5,32,10,26,6,19,38,4,19,0,1,4,7,1,15,1,2,13,1,2,47,21,15,17,22,6,8,213,29,0,1,6,11,3,13,29,18,29,4,2,4,2,1,2,7,0,0,4,14,0,0,0,3,0,7,4,5,8,4,0,6,2,0,3,3,0,0,0,7,51,21,0,22,18,8,1,6,7,6,35,11,9,4,1,16,1,4,4,17,41,90,0,58,25,9,2,6,40,17,41,11,52,8,15,4,12,8,3,30,1,0,19,3,1,23,1,3,11,2,4,3,4,0,3,2,1,3,3,3,9,11,1,28,17,4,1,2,14,4,12,4,4,1,1,4,1,0,1,16,6,10,0,16,49,10,4,6,42,15,8,8,10,0,20,4,4,6,2,7,0,0,1,7,3,83,3,5,17,3,0,22,14,11,16,5,3,4,13,13,2,4,3,10,5,21,48,26,26,5,3,27,24,11,11,16,4,8,15,17,3,2,2,17,4,24,15,60,25,7,17,0,2,0,2,3,2,0,1,7,1,1,0,8,13,5,0,0,29,20,2,6,10,4,10,8,2,2,3,35,5,12,0,14,32,7,2,9,58,56,15,17,14,1,0,16,2,1,8,17,39,30,1,27,17,20,1,12,41,25,81
128,17,3,7,18,9,18,22,5,21,12,18,6,10,1,19,10,0,5,20,14,46,14,4,1,16,15,8,14,1,1,34,4,1,8,12,7,0,1,4,15,37,47,27,0,15,22,20,45,0,0,28,2,0,7,14,13,2,5,0,1,5,23,56,0,9,34,7,6,0,0,5,0,0,7,4,7,0,1,0,7,1,1,0,6,0,0,0,0,12,3,2,6,2,0,0,1,1,0,19,2,5,10,15,0,11,20,7,13,3,0,9,0,0,1,2,2,0,1,2,17,24,12,58,4,27,91,5,26,6,1,38,1,1,10,12,24,0,4,8,34,7,8,9,3,7,12,121,12,0,1,6,7,10,2,14,4,3,7,2,4,15,0,2,0,6,6,1,8,0,1,12,1,2,7,1,2,2,12,1,8,3,3,7,4,5,2,0,12,103,42,5,43,17,3,8,16,7,9,76,20,10,11,3,6,6,5,0,17,78,114,15,59,30,2,3,6,8,20,65,14,26,14,24,1,22,42,16,3,1,4,76,5,1,13,19,15,10,4,4,8,8,1,2,1,11,6,4,5,16,26,7,31,7,4,0,1,6,8,14,9,0,0,0,12,0,5,2,2,14,30,0,29,79,3,2,2,14,43,16,14,2,0,12,3,4,13,5,0,6,7,6,1,0,45,6,9,0,2,10,24,16,17,27,6,7,20,27,6,7,8,24,12,11,20,50,35,10,11,9,25,23,20,11,8,19,19,14,23,18,5,15,14,10,4,14,54,4,5,19,0,9,0,0,0,0,3,0,6,11,3,3,4,7,0,1,2,8,3,3,4,8,5,7,0,4,11,14,22,6,7,1,7,21,0,5,4,14,36,7,22,18,7,4,18,6,11,1,10,124,42,12,28,14,15,1,20,13,13,152
72,20,2,13,10,11,13,21,6,12,12,11,4,6,5,9,11,15,14,6,7,54,13,5,13,13,8,0,23,3,3,13,6,5,6,2,10,15,15,3,3,2,21,14,3,3,9,4,4,0,0,0,2,0,0,1,0,6,4,0,6,4,20,52,5,15,13,4,12,1,2,4,3,2,7,4,3,0,2,0,10,0,0,0,14,0,0,0,0,3,6,0,7,0,0,3,1,0,0,1,5,17,2,10,0,10,10,1,0,3,3,10,2,2,5,4,2,3,0,3,8,6,6,29,1,17,34,4,11,7,8,6,12,5,7,3,4,9,8,6,8,2,21,19,5,3,0,78,12,3,3,1,7,3,1,9,5,14,5,2,1,3,0,1,5,3,3,0,20,1,1,0,6,2,2,0,4,8,7,0,7,6,0,6,5,1,1,2,3,51,18,1,25,8,1,2,3,14,9,34,7,6,0,0,22,3,2,0,18,43,72,4,40,27,11,1,4,43,26,30,4,17,3,6,2,17,12,2,7,0,0,16,4,1,1,0,3,6,2,0,10,1,1,3,11,1,1,0,7,2,6,0,25,3,0,2,0,11,8,1,1,3,0,0,1,2,0,0,4,14,8,1,11,36,0,0,4,11,17,5,10,7,5,4,4,3,2,8,7,2,2,2,7,1,56,4,1,3,0,1,10,9,6,9,0,5,4,4,6,3,2,7,1,0,6,27,24,1,9,3,2,11,14,13,9,4,4,5,8,5,12,4,11,2,3,11,35,19,6,5,0,0,1,0,0,0,0,0,0,5,1,1,6,0,0,0,2,9,9,3,0,0,0,0,1,0,0,3,2,6,4,0,6,7,0,0,1,9,14,9,14,1,2,3,3,3,1,0,3,27,20,1,9,6,0,2,7,12,3,40
